83815_A12	0.007	0.0015	0.0066	0.0159	-0.0044	-0.0026	0.0069	0.0099	-0.0117	-0.0049	Denmark	North
83815_B02	0.0166	0.0288	0.0029	-0.0415	0.0229	-0.0396	0.0272	0.0064	0.0008	-0.0032	Finland_Subset	North
83815_B08	0.0165	0.0324	-0.0002	-0.0402	0.0248	-0.0407	0.0204	-0.009	0.0019	0.0077	Finland_Subset	North
83815_B12	0.0081	-0.0	0.0033	0.0115	0.0036	0.0092	-0.0052	0.0023	0.0062	-0.0081	Denmark	North
83815_C12	0.0082	-0.0006	0.0099	0.0142	0.0072	0.0059	0.0066	0.003	0.0044	0.0104	Denmark	North
83815_D04	0.0158	0.0337	-0.0022	-0.0373	0.0227	-0.0453	-0.0028	-0.0026	0.0012	0.0095	Finland_Subset	North
83815_D10	0.018	0.0319	-0.0017	-0.0455	0.0289	-0.0333	0.0141	0.0074	0.0109	0.0042	Finland_Subset	North
83815_D12	0.0086	-0.0047	0.0096	0.0102	0.0081	0.0034	0.0021	0.0063	0.0083	-0.0003	Denmark	North
83815_E11	0.009	0.0045	0.0103	0.015	0.0067	-0.002	-0.0019	0.0092	-0.0204	-0.0021	Denmark	North
83815_E12	0.0052	-0.0048	0.0029	0.011	-0.0042	0.0046	0.0069	0.0136	0.0103	0.0016	Denmark	North
83815_F12	0.0057	-0.0009	0.0084	0.008	-0.0042	-0.0001	-0.0109	0.0063	0.0033	0.0017	Denmark	North
83815_G05	0.0129	0.0244	-0.0028	-0.0235	0.0208	-0.0162	-0.0025	-0.0183	-0.0007	-0.0	Finland_Subset	North
83815_G11	0.0089	0.0036	0.0071	0.0077	-0.0031	0.0027	-0.0019	0.0095	0.0043	0.0009	Denmark	North
83815_G12	0.0056	0.0014	0.0063	0.0075	-0.0018	-0.0001	0.0163	0.0017	-0.013	-0.0097	Denmark	North
83815_H02	0.0151	0.0302	0.0041	-0.0269	0.0201	-0.0257	0.0105	-0.021	0.015	0.0041	Finland_Subset	North
83815_H08	0.0166	0.0321	0.0054	-0.0401	0.0286	-0.0526	0.0222	-0.002	-0.0006	-0.0077	Finland_Subset	North
83815_H11	0.0065	-0.001	0.0065	0.0139	0.0061	-0.001	-0.0055	-0.0083	-0.0124	0.0039	Denmark	North
83815_H12	0.0034	0.001	0.0127	0.0066	-0.0046	-0.0037	-0.0111	0.0098	0.0056	0.0219	Denmark	North
83817_A01	-0.0341	0.0112	0.0121	-0.0037	-0.0126	-0.0066	-0.0074	0.0028	0.005	0.0075	Italy	South
83817_A02	-0.019	0.0048	0.0023	-0.0025	0.0057	0.0012	-0.0005	0.0031	0.0144	0.0054	Italy	South
83817_A03	-0.0247	0.0044	0.0011	-0.0026	-0.0084	0.0015	-0.0001	-0.0013	-0.0008	0.0104	Italy	South
83817_A04	-0.026	0.008	0.0071	-0.0039	-0.0109	-0.0101	0.0155	0.0054	0.0051	-0.0128	Italy	South
83817_A06	-0.031	0.0101	0.0099	-0.0025	-0.0214	-0.0147	0.0024	0.0072	-0.0046	-0.0092	Italy	South
83817_A07	-0.0194	-0.0018	0.0055	-0.0045	0.0064	-0.003	0.0121	0.0164	-0.0034	0.0002	Italy	South
83817_A08	-0.0199	0.0003	0.0033	-0.011	0.0071	0.0038	0.0273	-0.0038	-0.0139	-0.0029	Italy	South
83817_A09	-0.0187	0.0021	0.0063	0.0043	0.0089	0.0018	0.0155	-0.0034	0.0023	-0.0102	Italy	South
83817_A10	-0.0192	-0.0015	0.0032	-0.0012	0.0067	0.0044	0.0069	-0.0057	0.0187	-0.0101	Italy	South
83817_A11	-0.023	0.0027	-0.0001	-0.0061	-0.0049	-0.0077	-0.0041	0.0081	-0.0034	-0.0161	Italy	South
83817_A12	-0.017	0.0016	0.0022	-0.0015	0.0057	0.0093	0.0047	0.0183	-0.0155	-0.0088	Italy	South
83817_B01	-0.0338	0.0127	0.0111	-0.0078	-0.0329	-0.006	-0.0	-0.0208	-0.0097	-0.0106	Italy	South
83817_B02	-0.0296	0.0074	0.0129	0.0001	0.002	0.0016	-0.0068	0.0121	-0.0066	0.0133	Italy	South
83817_B03	-0.033	0.0114	0.012	-0.0038	-0.0188	-0.0104	0.0091	0.0002	-0.0135	0.0171	Italy	South
83817_B04	-0.0036	0.0175	-0.0201	0.003	-0.0072	-0.0043	0.0066	-0.0068	-0.0096	0.0172	Italy	South
83817_B05	-0.0176	0.0017	-0.0013	-0.0076	0.0081	0.0033	0.0035	0.0031	0.0061	0.0223	Italy	South
83817_B06	-0.0186	0.0012	0.0054	-0.0004	0.0133	0.0058	0.0193	0.0155	0.0024	-0.0063	Italy	South
83817_B07	-0.0199	0.0035	0.0037	-0.0021	0.0024	0.0024	0.0194	-0.0181	0.008	0.0042	Italy	South
83817_B08	-0.0208	0.0001	0.0002	-0.0016	0.0049	0.0047	0.0044	-0.0289	0.0097	-0.0047	Italy	South
83817_B09	-0.0315	0.0136	0.0112	-0.0056	-0.0244	-0.0178	-0.0104	-0.0017	-0.027	-0.0028	Italy	South
83817_B10	-0.0351	-0.0024	0.0128	-0.0052	0.0397	0.0155	-0.0139	-0.0007	-0.0062	-0.0059	Italy	South
83817_B11	-0.024	0.003	0.0071	-0.0039	-0.0067	-0.003	-0.0063	0.0107	-0.0076	0.0087	Italy	South
83817_B12	-0.0294	0.0147	0.0083	-0.0043	-0.01	0.0051	0.007	0.0067	-0.009	-0.0027	Italy	South
83817_C01	-0.0206	0.003	-0.001	-0.0012	-0.0086	0.0041	0.0034	-0.0079	0.0045	-0.0065	Italy	South
83817_C02	-0.0276	0.0054	0.0049	-0.0087	-0.0161	-0.0039	0.0038	-0.0137	-0.0053	0.0137	Italy	South
83817_C03	-0.032	0.0116	0.0132	-0.0033	-0.0234	-0.0144	-0.0072	0.0145	-0.0011	-0.0024	Italy	South
83817_C04	-0.0312	0.0112	0.0089	-0.0093	-0.0191	-0.0066	0.0036	-0.012	-0.0105	-0.0025	Italy	South
83817_C05	-0.02	0.0065	0.0031	-0.001	0.002	0.0071	-0.0141	0.017	-0.011	-0.0094	Italy	South
83817_C06	-0.0197	0.0005	0.0032	-0.0091	0.0026	-0.003	-0.0101	0.0011	0.0115	0.0031	Italy	South
83817_C07	-0.0283	0.0099	0.0092	-0.0052	-0.0159	-0.0006	-0.0031	0.0041	-0.0134	-0.0159	Italy	South
83817_C08	-0.0232	0.0071	0.0091	-0.0019	0.0027	0.0001	0.0052	-0.003	0.0203	-0.0139	Italy	South
83817_C09	-0.0291	0.0005	0.0095	-0.0058	0.0342	0.0114	-0.0097	0.0167	-0.0114	-0.0032	Italy	South
83817_C10	-0.0287	0.0114	0.0122	-0.0004	-0.0221	-0.0043	-0.002	-0.0129	0.0156	-0.0098	Italy	South
83817_C11	-0.0192	0.0018	0.0073	-0.0007	0.0039	-0.008	-0.0032	0.0047	0.0053	0.0025	Italy	South
83817_C12	-0.022	0.005	0.0034	-0.0074	-0.0004	0.0058	0.0138	0.0121	-0.012	-0.008	Italy	South
83817_D01	-0.0211	0.0025	0.0035	0.002	0.0124	0.0044	-0.0219	0.0116	0.0035	-0.0106	Italy	South
83817_D02	-0.0192	0.0009	0.0067	0.0049	0.0106	-0.0066	-0.0215	-0.0028	-0.006	-0.0009	Italy	South
83817_D03	-0.0307	0.0148	0.0068	0.0021	-0.0098	-0.0115	-0.0191	-0.0159	0.0065	0.0077	Italy	South
83817_D05	-0.0179	-0.0026	-0.0003	-0.0057	0.0049	0.0102	-0.0216	0.003	0.013	-0.0356	Italy	South
83817_D06	-0.0203	0.0027	0.0092	0.0017	0.0057	0.0057	-0.0049	0.0149	0.0013	-0.0132	Italy	South
83817_D07	-0.0188	-0.0024	-0.0004	-0.0052	0.0109	-0.003	0.0094	0.0085	-0.0189	0.0155	Italy	South
83817_D08	-0.0238	0.0054	0.0093	-0.0014	-0.0036	-0.0055	-0.005	-0.0013	0.0079	-0.0062	Italy	South
83817_D09	-0.034	-0.0026	0.0076	-0.0142	0.0476	0.0236	-0.0276	0.0051	-0.0038	0.0163	Italy	South
83817_D10	-0.0045	0.0019	0.0014	0.0048	0.0081	0.0039	0.0087	0.0035	0.0069	0.0014	Italy	South
83817_D11	-0.0189	0.0026	0.0036	-0.0053	0.0038	-0.0022	0.0125	-0.0035	-0.0203	-0.01	Italy	South
83817_D12	-0.0204	0.0023	0.0054	-0.0047	0.0024	0.0005	-0.0108	-0.0065	0.0028	0.0048	Italy	South
83817_E01	-0.0174	0.0124	0.0005	0.0026	-0.0012	0.0039	0.0122	0.0055	-0.0054	0.0004	Italy	South
83817_E03	-0.0349	0.0167	0.0129	-0.0045	-0.0214	-0.0116	0.0234	-0.0018	0.0139	0.0015	Italy	South
83817_E04	-0.0227	0.0008	0.0044	-0.0102	0.0174	0.0028	-0.0037	-0.0021	0.002	0.0014	Italy	South
83817_E05	-0.0181	0.002	0.0067	-0.0031	-0.0044	0.0081	-0.0099	0.0038	-0.0051	-0.0122	Italy	South
83817_E06	-0.018	0.0036	-0.0013	-0.0009	0.0165	0.0037	-0.0055	0.0054	-0.0099	-0.0076	Italy	South
83817_E07	-0.0228	0.0009	0.0065	-0.0094	0.0034	-0.0079	-0.0253	0.0038	0.006	0.0113	Italy	South
83817_E08	-0.0327	0.0116	0.0086	-0.0056	-0.0268	-0.0228	0.0029	-0.0068	-0.0082	0.0089	Italy	South
83817_E09	-0.0202	0.0008	0.004	-0.0042	0.0126	-0.0	0.0243	0.016	-0.0076	-0.0137	Italy	South
